Brand,Memory,Storage,Rating,Selling Price,Cluster,Price Change,Rating Change,Elasticity
Nokia,3,32,4.2,7399,Cluster 2,0.398676749,0.076923077,0.192945982
Nokia,512,32,3.8,7399,Cluster 3,-0.291283525,-0.095238095,0.326960117
SAMSUNG,1,8,4.1,7400,Cluster 2,-0.842217484,0.051282051,-0.060889322
SAMSUNG,1,8,4.1,7400,Cluster 2,-0.823389021,-0.068181818,0.082806324
SAMSUNG,512,4,4,7454,Cluster 3,-0.750694003,-0.090909091,0.121100063
Nokia,3,32,4,7490,Cluster 1,0.071530758,0,0
Lenovo,2,32,4,7490,Cluster 1,0.36206583,0.081081081,0.223940163
Lenovo,4,32,4,7490,Cluster 1,-0.00120016,-0.024390244,20.32249322
Lenovo,3,32,4.1,7490,Cluster 2,0.152484998,0.051282051,0.336308831
Lenovo,3,32,4.1,7490,Cluster 2,-0.58386577,0.051282051,-0.087831919
ASUS,2,32,3.8,7499,Cluster 1,0.027260274,0,0
Nokia,3,32,3.8,7499,Cluster 1,-0.278872969,-0.05,0.179293103
Lenovo,1,4,3.8,7499,Cluster 1,-0.583365743,-0.11627907,0.199324474
Lenovo,3,64,3.4,7499,Cluster 1,-0.250025003,-0.081081081,0.324291892
Infinix,3,16,4,7499,Cluster 1,-0.250025003,-0.111111111,0.4444
Infinix,3,16,4,7499,Cluster 1,-0.250025003,-0.047619048,0.190457143
LG,2,16,4.1,7499,Cluster 2,-0.673814702,-0.023809524,0.035335417
ASUS,2,16,4.1,7499,Cluster 2,-0.829564308,-0.046511628,0.056067537
realme,2,32,4.4,7499,Cluster 2,-0.500033336,0,0
realme,2,32,4.4,7499,Cluster 2,-0.166685187,0,0
realme,2,32,4.4,7499,Cluster 2,-0.46431888,0.023255814,-0.050085868
realme,2,32,4.3,7499,Cluster 2,-0.583365743,-0.044444444,0.076186243
realme,3,32,4.4,7499,Cluster 2,-0.625031252,0,0
Lenovo,3,32,4.1,7499,Cluster 2,-0.318210746,0,0
Lenovo,2,16,4.1,7499,Cluster 2,-0.091030303,0.051282051,-0.563351429
Xiaomi,2,32,4.3,7499,Cluster 2,-0.061334335,0,0
Infinix,2,32,4.3,7499,Cluster 2,-0.318210746,0,0
Infinix,2,32,4.3,7499,Cluster 2,-0.250025003,0,0
SAMSUNG,2,16,4.3,7500,Cluster 2,-0.530956848,0,0
SAMSUNG,1,8,4,7550,Cluster 1,-0.656802582,-0.047619048,0.07250131
SAMSUNG,1,8,4,7550,Cluster 1,-0.478951001,-0.024390244,0.050924299
SAMSUNG,1,8,4,7550,Cluster 1,-0.622481124,0.111111111,-0.178497157
Lenovo,512,4,3.7,7580,Cluster 3,-0.526220389,-0.097560976,0.185399459
Xiaomi,2,32,4.5,7589,Cluster 2,-0.457889849,0.046511628,-0.101578203
Lenovo,4,32,4,7599,Cluster 1,-0.366697225,-0.024390244,0.066513304
Xiaomi,2,32,4.5,7619,Cluster 2,-0.103436103,0.097560976,-0.943200422
Lenovo,3,32,3.7,7650,Cluster 1,-0.234923492,-0.119047619,0.506750593
ASUS,2,16,4,7668,Cluster 1,-0.386068855,0,0
GIONEE,4,64,4,7675,Cluster 1,0.381638164,0.081081081,0.21245538
LG,3,32,4,7690,Cluster 1,-0.807745194,-0.111111111,0.137557131
Xiaomi,2,32,4.1,7698,Cluster 2,-0.08236977,-0.068181818,0.827752927
ASUS,2,32,4.1,7699,Cluster 2,-0.358363197,0.025,-0.069761628
Xiaomi,2,32,4.3,7699,Cluster 2,0.026670223,0,0
Lenovo,1,8,3.8,7700,Cluster 1,0.228854133,-0.025641026,-0.112040911
Nokia,1,8,4,7712,Cluster 1,0.100613672,0.052631579,0.523105636
Nokia,1,8,4,7739,Cluster 1,0.612291667,0.025641026,0.041877143
Xiaomi,2,32,4.3,7798,Cluster 2,-0.731094176,-0.022727273,0.031086655
LG,2,16,4,7799,Cluster 1,-0.442848978,0.052631579,-0.118847692
Lenovo,3,32,4.1,7819,Cluster 2,0.598977505,0.078947368,0.131803561
Nokia,3,32,4,7890,Cluster 1,0.105196806,-0.024390244,-0.231853464
GIONEE,4,64,4,7899,Cluster 1,0.029185668,0,0
Nokia,3,32,4,7899,Cluster 1,0.43644299,0.025641026,0.05875
GIONEE,4,64,4.1,7899,Cluster 2,-0.167650158,0,0
SAMSUNG,2,32,4,7900,Cluster 1,-0.022640109,0,0
GIONEE,3,32,4.2,7900,Cluster 2,6.188353048,0.076923077,0.012430299
GIONEE,3,32,4.2,7900,Cluster 2,-0.145945946,0.024390244,-0.167118338
Infinix,3,32,4.1,7946,Cluster 2,0.135305044,0,0
Infinix,3,32,4.1,7946,Cluster 2,-0.117013001,-0.046511628,0.397491111
Xiaomi,2,32,4.3,7989,Cluster 2,-0.334194516,-0.022727273,0.068006121
LG,2,16,4,7990,Cluster 1,-0.619541927,0.25,-0.403523941
ASUS,3,32,4,7990,Cluster 1,-0.789731309,0.111111111,-0.140694829
Lenovo,4,64,3.9,7990,Cluster 1,-0.058892815,0,0
Lenovo,2,16,3.7,7990,Cluster 1,-0.184277693,0,0
OPPO,2,32,4.3,7990,Cluster 2,-0.272975432,0,0
ASUS,3,32,4.1,7990,Cluster 2,-0.87317259,-0.108695652,0.124483583
GIONEE,3,32,4.1,7990,Cluster 2,0.233976834,0.025,0.106848185
SAMSUNG,2,32,4.3,7990,Cluster 2,0.17517282,0,0
SAMSUNG,1,8,4.3,7990,Cluster 2,-0.556111111,-0.022727273,0.040868223
vivo,2,16,4.4,7990,Cluster 2,-0.65245759,0,0
Infinix,2,32,4.3,7990,Cluster 2,0.109876372,-0.022727273,-0.206844041
Infinix,2,32,4.3,7990,Cluster 2,-0.200920092,0,0
Nokia,768,4,3.8,7990,Cluster 3,-0.636801673,-0.11627907,0.182598562
SAMSUNG,1,8,4,7992,Cluster 1,-0.857030411,0,0
GIONEE,4,64,3.6,7997,Cluster 1,-0.000250031,-0.052631579,210.5
LG,2,16,4,7999,Cluster 1,0.355992541,-0.024390244,-0.068513357
ASUS,2,16,4,7999,Cluster 1,-0.555586421,-0.069767442,0.125574419
GIONEE,3,32,3.8,7999,Cluster 1,0.212337072,0.085714286,0.403670847
GIONEE,3,16,3.5,7999,Cluster 1,1.857806359,-0.078947368,-0.042494939
GIONEE,3,32,3.8,7999,Cluster 1,-0.500031252,-0.073170732,0.146332317
Nokia,3,32,3.9,7999,Cluster 1,0.906339371,-0.025,-0.027583487
SAMSUNG,1,8,3.7,7999,Cluster 1,-0.78949446,-0.139534884,0.176739535
SAMSUNG,1,8,4,7999,Cluster 1,0.333388898,0,0
SAMSUNG,1,8,4,7999,Cluster 1,-0.024512195,-0.047619048,1.942667614
Lenovo,2,16,4,7999,Cluster 1,-0.783224932,-0.090909091,0.116070221
Lenovo,2,16,4,7999,Cluster 1,-0.272752068,-0.047619048,0.174587302
Lenovo,3,16,4,7999,Cluster 1,-0.058830451,0,0
Lenovo,3,16,4,7999,Cluster 1,-0.058830451,0,0
Lenovo,3,16,3.9,7999,Cluster 1,-0.500031252,-0.048780488,0.097554878
Lenovo,3,16,3.9,7999,Cluster 1,-0.428602043,0.114285714,-0.266647619
Lenovo,4,32,4,7999,Cluster 1,0.29016129,0.081081081,0.279434521
HTC,1,8,3.9,7999,Cluster 1,-0.636243747,0,0
SAMSUNG,2,32,4,7999,Cluster 1,-0.500031252,0,0
ASUS,2,16,4.1,7999,Cluster 2,-0.487210719,-0.046511628,0.095465116
GIONEE,4,64,4.1,7999,Cluster 2,-0.130448962,0.108108108,-0.828738739
SAMSUNG,2,16,4.3,7999,Cluster 2,-0.554670972,0,0
Lenovo,3,32,4.1,7999,Cluster 2,0.150935252,0.025,0.165633937
Lenovo,3,32,4.1,7999,Cluster 2,0.142877554,0,0
Motorola,4,64,4.1,7999,Cluster 2,-0.200020002,-0.046511628,0.232534884
Motorola,4,64,4.1,7999,Cluster 2,-0.680027201,-0.046511628,0.068396717
Motorola,4,64,4.1,7999,Cluster 2,-0.111123458,-0.023809524,0.214261905
POCO,3,32,4.3,7999,Cluster 2,-0.111123458,0,0
Xiaomi,2,16,4.3,7999,Cluster 2,-0.428234453,-0.022727273,0.053072032
Xiaomi,2,32,4.4,7999,Cluster 2,-0.272752068,0.023255814,-0.085263566
Infinix,2,32,4.2,7999,Cluster 2,-0.200020002,-0.066666667,0.3333
Infinix,2,32,4.2,7999,Cluster 2,-0.272752068,0,0
Infinix,2,32,4.2,7999,Cluster 2,-0.529442908,0.076923077,-0.145290598
POCO,3,32,4.4,7999,Cluster 2,-0.724162902,0.023255814,-0.032114064
LG,1,8,3.8,8000,Cluster 1,-0.324837539,0.1875,-0.577211613
GIONEE,4,32,3.6,8000,Cluster 1,1.286367534,0.028571429,0.022210937
SAMSUNG,3,32,4,8083,Cluster 1,-0.819977728,0,0
SAMSUNG,1,8,4.1,8090,Cluster 2,-0.191,-0.068181818,0.35697287
SAMSUNG,1,8,4.1,8090,Cluster 2,-0.893551231,-0.068181818,0.076304319
SAMSUNG,1,8,4.1,8090,Cluster 2,-0.838135254,-0.046511628,0.055494179
SAMSUNG,2,16,4.3,8170,Cluster 2,0.260802469,0.023809524,0.091293322
SAMSUNG,1,16,4,8190,Cluster 1,0.354166667,0,0
SAMSUNG,2,16,4.3,8190,Cluster 2,0.388135593,0.023809524,0.061343315
LG,3,32,3.9,8199,Cluster 1,-0.643506239,-0.025,0.038849662
SAMSUNG,2,16,4.2,8200,Cluster 2,-0.18,-0.045454545,0.252525253
SAMSUNG,2,16,4.2,8200,Cluster 2,-0.598039216,0,0
SAMSUNG,2,16,4.2,8200,Cluster 2,0.952845916,0.105263158,0.110472382
vivo,3,64,4.4,8205,Cluster 2,-0.253412193,0.023255814,-0.091770699
SAMSUNG,2,32,4,8229,Cluster 1,-0.485655353,-0.047619048,0.098051112
SAMSUNG,1,8,3.9,8250,Cluster 1,0.650330066,0.181818182,0.279578312
Lenovo,3,32,3.9,8250,Cluster 1,0.180257511,-0.048780488,-0.270615563
realme,3,32,4.4,8285,Cluster 2,-0.408172012,0,0
SAMSUNG,2,32,4,8289,Cluster 1,-0.654610609,-0.047619048,0.072744082
SAMSUNG,2,32,4,8299,Cluster 1,-0.278285068,-0.047619048,0.171116071
Nokia,3,32,4.2,8299,Cluster 2,-0.77569664,0.05,-0.064458188
Xiaomi,3,32,4.4,8299,Cluster 2,0.037504688,0.047619048,1.26968254
Xiaomi,3,32,4.4,8299,Cluster 2,-0.126329087,0,0
Infinix,3,32,4.3,8299,Cluster 2,-0.680795415,0,0
Infinix,3,32,4.3,8299,Cluster 2,-0.361566274,-0.022727273,0.062857834
LG,2,16,4.1,8350,Cluster 2,-0.671259843,-0.088888889,0.132420984
GIONEE,4,64,2.8,8389,Cluster 1,-0.01756646,0,0
Xiaomi,3,32,4.4,8389,Cluster 2,0.105415733,-0.022222222,-0.210805556
Motorola,4,32,4.1,8390,Cluster 2,-0.400671477,-0.023809524,0.059424055
LG,3,32,3.9,8399,Cluster 1,0.150705576,0.054054054,0.358673219
Nokia,2,32,4,8449,Cluster 1,2.326377953,-0.047619048,-0.020469179
GIONEE,2,16,4,8479,Cluster 1,0.061201502,-0.024390244,-0.398523617
OPPO,1,16,3.8,8490,Cluster 1,-0.227479527,-0.136363636,0.599454545
Lenovo,4,64,3.9,8490,Cluster 1,-0.575478774,0.026315789,-0.045728515
OPPO,2,32,4.3,8490,Cluster 2,-0.346420323,0,0
realme,3,32,4.4,8490,Cluster 2,0.024743512,0,0
SAMSUNG,1,8,4.2,8490,Cluster 2,-0.668359375,-0.045454545,0.068009139
SAMSUNG,1,8,4.2,8490,Cluster 2,-0.673448979,-0.045454545,0.067495158
SAMSUNG,1,16,4.2,8490,Cluster 2,-0.469043152,0.024390244,-0.052
Xiaomi,3,32,4.5,8498,Cluster 2,0.103923097,0.097560976,0.938780488
LG,4,64,4,8499,Cluster 1,-0.105274239,0.052631579,-0.499947368
LG,2,16,4,8499,Cluster 1,-0.149249249,0.212121212,-1.421254802
ASUS,2,16,3.8,8499,Cluster 1,-0.792702261,-0.173913043,0.219392642
ASUS,2,16,3.9,8499,Cluster 1,0.103909599,-0.048780488,-0.46945122
Lenovo,2,16,4,8499,Cluster 1,0.416736123,0.052631579,0.126294737
Lenovo,3,16,4,8499,Cluster 1,0.062507813,0,0
ASUS,2,32,4.1,8499,Cluster 2,-0.782071335,-0.046511628,0.05947236
realme,3,32,4.4,8499,Cluster 2,-0.320025602,0,0
realme,3,32,4.5,8499,Cluster 2,-0.22729339,0.046511628,-0.204632558
realme,3,32,4.4,8499,Cluster 2,-0.190494333,0,0
realme,3,32,4.3,8499,Cluster 2,-0.696453445,0,0
realme,3,32,4.3,8499,Cluster 2,0.307739652,-0.022727273,-0.073852273
realme,3,32,4.5,8499,Cluster 2,-0.190494333,0.022727273,-0.119306818
realme,3,32,4.5,8499,Cluster 2,-0.190494333,0.022727273,-0.119306818
realme,3,32,4.5,8499,Cluster 2,-0.260313316,0.022727273,-0.087307377
GIONEE,3,64,4.1,8499,Cluster 2,0.276126126,0,0
Lenovo,4,64,4.1,8499,Cluster 2,0.214316331,0,0
GIONEE,4,64,2.8,8539,Cluster 1,0.902205391,-0.3,-0.332518519
Xiaomi,3,64,4.2,8561,Cluster 2,0.031570069,-0.045454545,-1.439798751
Nokia,2,16,3.9,8588,Cluster 1,-0.1412,0,0
Xiaomi,3,32,4.4,8590,Cluster 2,-0.140914091,-0.022222222,0.157700497
Nokia,2,16,4,8599,Cluster 1,1.867289096,0,0
Nokia,2,16,4,8599,Cluster 1,-0.537663315,-0.069767442,0.129760465
Xiaomi,3,32,4.3,8599,Cluster 2,-0.426350901,0,0
SAMSUNG,3,32,4.3,8650,Cluster 2,-0.422948632,0,0
GIONEE,4,32,4,8690,Cluster 1,-0.006857143,0,0
ASUS,3,32,4.1,8690,Cluster 2,0.022473232,0.051282051,2.281917036
SAMSUNG,3,32,4.3,8690,Cluster 2,0.472881356,0.023809524,0.050349889
SAMSUNG,2,32,4.3,8700,Cluster 2,-0.854997583,-0.065217391,0.076277866
SAMSUNG,2,32,4.3,8700,Cluster 2,-0.456216014,0.048780488,-0.106924103
SAMSUNG,2,32,4.3,8700,Cluster 2,-0.879164988,-0.022727273,0.025850976
GIONEE,4,32,4,8750,Cluster 1,-0.593004326,0,0
SAMSUNG,3,32,4.2,8780,Cluster 2,-0.509195595,-0.023255814,0.045671672
realme,4,64,4.2,8799,Cluster 2,0.147496088,0.05,0.338992042
realme,4,64,4.2,8799,Cluster 2,-0.120012001,-0.045454545,0.37875
Motorola,4,64,4.1,8799,Cluster 2,0.173356448,0.205882353,1.187624434
Motorola,4,64,4.1,8799,Cluster 2,-0.466694951,-0.046511628,0.099661734
Xiaomi,4,64,4.2,8799,Cluster 2,0.154875968,-0.066666667,-0.430451977
LG,512,4,3.7,8800,Cluster 3,-0.312016261,-0.075,0.240372087
SAMSUNG,3,32,4,8850,Cluster 1,-0.261823338,-0.047619048,0.181874725
SAMSUNG,3,32,4,8892,Cluster 1,-0.406804536,-0.111111111,0.273131446
SAMSUNG,3,32,4,8897,Cluster 1,2.802136752,-0.069767442,-0.024897943
GIONEE,3,16,3.7,8950,Cluster 1,0.118889861,-0.026315789,-0.221345952
OPPO,2,32,4,8990,Cluster 1,-0.333531025,-0.069767442,0.209178267
GIONEE,3,64,3.9,8990,Cluster 1,0.223129252,0.054054054,0.24225445
SAMSUNG,2,16,4.3,8990,Cluster 2,-0.053684211,0,0
SAMSUNG,3,32,4.4,8990,Cluster 2,0.286123033,0.047619048,0.166428571
Xiaomi,3,32,4.2,8990,Cluster 2,-0.181983621,0,0
Xiaomi,3,32,4.3,8990,Cluster 2,-0.454754973,0,0
vivo,2,16,4.3,8990,Cluster 2,-0.434591195,-0.022727273,0.052295751
OPPO,2,32,4.2,8990,Cluster 2,-0.526318563,-0.023255814,0.044185814
OPPO,2,32,4.2,8990,Cluster 2,-0.438089881,-0.023255814,0.053084572
OPPO,2,32,4.3,8990,Cluster 2,-0.640256102,-0.022727273,0.035497159
ASUS,2,16,3.8,8999,Cluster 1,0.285755108,0.027027027,0.094581081
GIONEE,3,16,3.9,8999,Cluster 1,0.384674565,0,0
SAMSUNG,1,8,3,8999,Cluster 1,0.800160032,-0.166666667,-0.208291667
SAMSUNG,1,8,4,8999,Cluster 1,0.374102916,-0.024390244,-0.065196615
Lenovo,2,8,4,8999,Cluster 1,0.168701299,0.052631579,0.311980876
Lenovo,4,32,4,8999,Cluster 1,-0.016502732,0,0
Lenovo,2,16,3.8,8999,Cluster 1,0.184234768,-0.05,-0.271392857
HTC,1,8,3.9,8999,Cluster 1,-0.833042672,-0.048780488,0.05855701
HTC,1,8,3.9,8999,Cluster 1,-0.678492319,0.054054054,-0.079667894
realme,3,32,4.4,8999,Cluster 2,-0.100010001,0,0
realme,3,32,4.3,8999,Cluster 2,-0.333358027,0,0
realme,3,32,4.4,8999,Cluster 2,-0.500027779,0.023255814,-0.046509044
realme,3,32,4.3,8999,Cluster 2,-0.14287075,0,0
realme,3,32,4.4,8999,Cluster 2,-0.100010001,0,0
realme,3,32,4.4,8999,Cluster 2,-0.181834712,0,0
realme,3,32,4.5,8999,Cluster 2,-0.550027501,0.022727273,-0.041320248
realme,3,32,4.5,8999,Cluster 2,-0.437527345,0.022727273,-0.051944805
realme,4,64,4.3,8999,Cluster 2,-0.718772462,-0.044444444,0.061833816
Nokia,2,32,4.4,8999,Cluster 2,0.234430727,0.189189189,0.807015324
Nokia,2,32,4.4,8999,Cluster 2,2.830991911,0.128205128,0.045286293
SAMSUNG,3,32,4.2,8999,Cluster 2,-0.399666444,-0.023255814,0.058188057
Motorola,1,16,4.2,8999,Cluster 2,-0.14287075,0.024390244,-0.170715447
Motorola,1,16,4.2,8999,Cluster 2,0.285755108,0.024390244,0.085353659
Motorola,4,64,4.2,8999,Cluster 2,-0.181834712,0,0
Motorola,4,64,4.2,8999,Cluster 2,-0.100010001,0,0
POCO,4,64,4.3,8999,Cluster 2,-0.181834712,0,0
Infinix,2,32,4.4,8999,Cluster 2,-0.437527345,0.023255814,-0.053152824
Infinix,3,32,4.3,8999,Cluster 2,0.132519507,0.048780488,0.368100433
Infinix,2,32,4.4,8999,Cluster 2,-0.181834712,0.047619048,-0.261880952
Infinix,2,32,4.4,8999,Cluster 2,-0.400026668,0.023255814,-0.058135659
Infinix,3,32,4.2,8999,Cluster 2,0.125015627,0,0
Infinix,3,32,4.3,8999,Cluster 2,-0.100010001,0,0
Infinix,3,32,4.2,8999,Cluster 2,-0.181834712,-0.023255814,0.127895349
Infinix,3,32,4.2,8999,Cluster 2,-0.550027501,-0.023255814,0.042281184
POCO,4,64,4.4,8999,Cluster 2,0.125015627,0,0
Nokia,512,256,3,8999,Cluster 3,-0.091010101,-0.189189189,2.078771335
LG,2,16,4.1,9000,Cluster 2,-0.714194983,-0.023809524,0.033337568
SAMSUNG,2,32,4.3,9000,Cluster 2,2.135888502,0.023809524,0.011147363
SAMSUNG,2,32,4.3,9000,Cluster 2,0.287553648,0.303030303,1.0538218
SAMSUNG,3,32,4.4,9100,Cluster 2,-0.494444444,0,0
Lenovo,4,32,4,9150,Cluster 1,-0.428089256,0,0
GIONEE,1,16,3.7,9199,Cluster 1,-0.076776395,0.37037037,-4.824013556
Xiaomi,3,64,4.5,9199,Cluster 2,0.108446801,0.022727273,0.209570707
Lenovo,3,32,3.7,9229,Cluster 1,0.025558395,-0.026315789,-1.029633867
GIONEE,4,64,4.1,9250,Cluster 2,0.544240401,0.078947368,0.145059735
GIONEE,6,64,2.7,9290,Cluster 1,0.17609824,-0.325,-1.845560748
Infinix,4,64,4.3,9299,Cluster 2,-0.070007001,-0.044444444,0.634857143
Infinix,4,64,4.3,9299,Cluster 2,0.120496445,0,0
Xiaomi,3,32,4.4,9399,Cluster 2,-0.050606061,0,0
Xiaomi,3,32,4.3,9450,Cluster 2,-0.273021002,0,0
Xiaomi,3,32,4.2,9468,Cluster 2,-0.13041881,-0.023255814,0.17831641
Xiaomi,3,32,4.3,9478,Cluster 2,0.054282536,0,0
OPPO,2,32,4,9490,Cluster 1,-0.756660427,0.081081081,-0.107156497
realme,4,64,4.4,9490,Cluster 2,-0.208507089,0,0
GIONEE,3,32,4.1,9490,Cluster 2,0.055617353,0.051282051,0.922051282
SAMSUNG,4,64,4.5,9490,Cluster 2,-0.000947468,0.046511628,-49.09043928
Xiaomi,2,32,4.5,9490,Cluster 2,0.232627614,0.046511628,0.19994027
OPPO,3,32,4.4,9490,Cluster 2,-0.095328885,0,0
OPPO,3,32,4.4,9490,Cluster 2,-0.591546871,-0.022222222,0.037566292
LG,4,128,3.8,9499,Cluster 1,-0.683356112,-0.095238095,0.139368177
realme,4,64,4.4,9499,Cluster 2,-0.095247166,0.023255814,-0.244162791
realme,4,64,4.4,9499,Cluster 2,-0.173928168,0.023255814,-0.133709302
realme,3,64,4.5,9499,Cluster 2,-0.500026317,0.022727273,-0.045452153
realme,3,64,4.5,9499,Cluster 2,-0.095247166,0.022727273,-0.238613636
SAMSUNG,3,32,4.2,9499,Cluster 2,-0.240019202,0,0
SAMSUNG,3,32,4.2,9499,Cluster 2,2.654867257,0.024390244,0.009186992
SAMSUNG,3,32,4.2,9499,Cluster 2,-0.736131559,-0.023255814,0.031591926
SAMSUNG,2,32,4.3,9499,Cluster 2,-0.29637037,0,0
Motorola,4,64,4.3,9499,Cluster 2,-0.208350696,0.023809524,-0.11427619
Xiaomi,3,64,4.4,9499,Cluster 2,0.03261224,-0.022222222,-0.681407407
Xiaomi,3,32,4.3,9499,Cluster 2,-0.472131148,0,0
Xiaomi,3,32,4.3,9499,Cluster 2,-0.136376034,0,0
Xiaomi,3,32,4.2,9499,Cluster 2,-0.136376034,-0.023255814,0.170527132
Nokia,4,32,4,9500,Cluster 1,0.187648456,0.025641026,0.136643947
OPPO,2,16,4.4,9500,Cluster 2,-0.554680542,0,0
OPPO,2,16,4.4,9500,Cluster 2,-0.268668206,0.023255814,-0.086559606
SAMSUNG,2,16,4.3,9500,Cluster 2,-0.919484702,-0.044444444,0.048336252
SAMSUNG,2,16,4.3,9500,Cluster 2,-0.268668206,-0.022727273,0.084592342
SAMSUNG,3,32,4.2,9539,Cluster 2,-0.54465607,-0.023255814,0.042698164
HTC,1,8,3.7,9590,Cluster 1,-0.513074384,-0.051282051,0.09995052
ASUS,4,64,4,9599,Cluster 1,-0.80801616,-0.069767442,0.086344117
GIONEE,1,8,3.8,9599,Cluster 1,-0.200016668,-0.136363636,0.681761364
Nokia,3,32,4,9599,Cluster 1,1.743355244,0,0
Nokia,3,32,4,9599,Cluster 1,5.153205128,-0.047619048,-0.009240666
ASUS,3,32,4.2,9599,Cluster 2,-0.637759915,-0.023255814,0.036464841
ASUS,3,32,4.2,9599,Cluster 2,-0.040004,0.05,-1.249875
GIONEE,1,8,4.1,9599,Cluster 2,-0.400025002,0.025,-0.062496094
SAMSUNG,3,32,4.2,9639,Cluster 2,-0.459848697,-0.023255814,0.050572752
Lenovo,2,16,3.7,9795,Cluster 1,0.224528066,-0.075,-0.334033964
Lenovo,3,32,3.7,9799,Cluster 1,0.963727455,-0.051282051,-0.053212193
Xiaomi,4,64,4.4,9828,Cluster 2,-0.028949709,0,0
SAMSUNG,1,8,4,9833,Cluster 1,-0.671126125,-0.090909091,0.135457536
SAMSUNG,2,32,4.4,9840,Cluster 2,0.24556962,0.1,0.407216495
Motorola,4,32,4.1,9869,Cluster 2,-0.0130013,-0.046511628,3.57745975
SAMSUNG,1,16,4.2,9890,Cluster 2,-0.716610791,-0.086956522,0.121344142
Nokia,6,64,3.7,9900,Cluster 1,-0.29235168,-0.051282051,0.1754122
Lenovo,2,16,4,9900,Cluster 1,-0.099918174,-0.047619048,0.476580441
HTC,1,16,4,9900,Cluster 1,-0.619216124,-0.024390244,0.039388903
Xiaomi,3,32,4.4,9900,Cluster 2,0.237654707,0.023255814,0.097855474
OPPO,3,16,4.4,9940,Cluster 2,-0.447747097,0.023255814,-0.05193962
Xiaomi,3,32,4.2,9950,Cluster 2,-0.234556504,0,0
GIONEE,6,64,2.7,9964,Cluster 1,1.768546819,-0.289473684,-0.163678836
Nokia,4,64,4.1,9975,Cluster 2,2.487762238,0,0
OPPO,2,32,4,9989,Cluster 1,-0.50030015,-0.047619048,0.095180958
OPPO,2,16,3.1,9990,Cluster 1,-0.743780457,-0.295454545,0.397233542
LG,3,64,4,9990,Cluster 1,-0.777950656,-0.090909091,0.116857143
LG,2,16,4,9990,Cluster 1,-0.8335,-0.090909091,0.109069095
LG,3,32,3.3,9990,Cluster 1,-0.412007063,-0.175,0.42475
LG,3,16,3.8,9990,Cluster 1,-0.00090009,-0.073170732,81.29268293
OPPO,2,16,4.2,9990,Cluster 2,-0.090991811,-0.045454545,0.499545455
OPPO,2,16,4.2,9990,Cluster 2,-0.762086211,-0.045454545,0.059644886
OPPO,2,16,4.2,9990,Cluster 2,-0.762086211,-0.045454545,0.059644886
LG,2,16,4.1,9990,Cluster 2,0.332177624,0,0
realme,3,32,4.5,9990,Cluster 2,-0.131228803,0.046511628,-0.35443155
Nokia,4,64,4.1,9990,Cluster 2,-0.243124479,-0.046511628,0.191307877
SAMSUNG,3,32,4.2,9990,Cluster 2,-0.887751548,-0.023255814,0.026196309
Xiaomi,3,32,4.5,9990,Cluster 2,-0.167430619,0.022727273,-0.135741436
Xiaomi,3,32,4.2,9990,Cluster 2,0.16298021,-0.045454545,-0.278896104
HTC,512,4,3.6,9990,Cluster 3,-0.635268346,-0.12195122,0.19196804
Xiaomi,3,32,4.4,9998,Cluster 2,-0.13053309,0,0
LG,4,64,4,9999,Cluster 1,-0.356232295,-0.047619048,0.133674146
LG,4,64,4,9999,Cluster 1,-0.777750611,-0.090909091,0.1168872
LG,3,32,3.9,9999,Cluster 1,-0.019609766,-0.133333333,6.799333333
LG,2,16,3.5,9999,Cluster 1,0.428428571,-0.027777778,-0.064836427
ASUS,3,16,4,9999,Cluster 1,-0.285734695,0,0
ASUS,3,16,4,9999,Cluster 1,-0.242442609,-0.069767442,0.287768895
GIONEE,1,16,3.8,9999,Cluster 1,0.250031254,0.085714286,0.342814286
Nokia,3,32,3.8,9999,Cluster 1,1.500375094,0,0
Nokia,3,32,3.8,9999,Cluster 1,0.111123458,-0.136363636,-1.227136364
Nokia,3,32,3.8,9999,Cluster 1,1.673529412,-0.095238095,-0.056908528
Nokia,2,32,4,9999,Cluster 1,-0.310366232,0.025641026,-0.082615385
Nokia,2,16,3.8,9999,Cluster 1,4.375806452,-0.095238095,-0.021764696
Nokia,2,16,3.9,9999,Cluster 1,0.29655083,-0.025,-0.08430258
Nokia,2,32,4,9999,Cluster 1,-0.386564417,0,0
SAMSUNG,1,16,4,9999,Cluster 1,0.615347334,0,0
Lenovo,1,8,4,9999,Cluster 1,0.818330606,0.052631579,0.064315789
Lenovo,1,8,3.8,9999,Cluster 1,-0.500025001,0,0
Lenovo,2,32,3.7,9999,Cluster 1,0.251439299,0,0
Motorola,4,64,3.9,9999,Cluster 1,0.428632662,-0.025,-0.058325
LG,2,16,4.1,9999,Cluster 2,-0.722172826,0.025,-0.034617752
realme,4,64,4.4,9999,Cluster 2,0.333377784,0,0
realme,4,64,4.4,9999,Cluster 2,-0.444469137,-0.022222222,0.049997222
realme,3,32,4.3,9999,Cluster 2,-0.393963271,0,0
realme,3,32,4.4,9999,Cluster 2,-0.411788929,0.023255814,-0.056475083
realme,3,32,4.3,9999,Cluster 2,-0.375023439,0,0
realme,4,64,4.4,9999,Cluster 2,-0.444469137,0.023255814,-0.052322674
realme,4,64,4.5,9999,Cluster 2,-0.130446126,0.046511628,-0.35655814
realme,4,64,4.4,9999,Cluster 2,-0.285734695,0,0
